,Drug_ID,SMILES,CYP2C19_Veith
20,646353.0,CCOC(=O)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,1
21,646395.0,CCSC1=C(C#N)C2(CCCCC2)C(C#N)=C(N)N1,1
22,646427.0,FC(F)(F)c1ccc(N2CCN(c3cc(-c4ccccc4)nc4ncnn34)CC2)nc1,1
23,646472.0,CCOC(=O)c1cc2sc(C)cc2n1CC(=O)N1CCN(C(=O)c2ccco2)CC1,1
24,646515.0,CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1,0
25,646597.0,CCC(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,1
26,6602690.0,CN(C)CCNC(=O)C(C(=O)c1ccc(F)cc1)n1ccccc1=O.Cl,0
27,646768.0,Cc1cc(C)nc(N2CCC(C(=O)NCCc3ccc(F)cc3)CC2)n1,0
28,646780.0,COc1cc(-c2nnc(-c3ccc(N4CCOCC4)cc3)o2)cc(OC)c1OC,1
29,646897.0,CN(C)C=C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,1
30,646955.0,COC(=O)CN(c1ccccn1)S(=O)(=O)c1ccccc1,0
31,647114.0,Cn1c(SC2=CS(=O)(=O)c3ccccc32)nc2ccccc21,1
32,647166.0,CCOc1ccc(-c2nnc(-c3ccncc3)o2)cc1,1
33,647205.0,CC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2,1
34,647262.0,Cc1ccc(-c2cnc(NC(=O)CCC(=O)N3CCCCC3)n2C)cc1,0
35,647302.0,Cn1c(-c2ccc3c(c2)OCO3)cnc1NCc1ccccc1.O=C(O)C(=O)O,1
36,647430.0,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C(C)C)n1,0
37,647585.0,Cc1cccc(NC(=O)CSc2n[nH]c(-c3ccncc3)n2)c1,1
38,647727.0,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1,0
39,647748.0,Cc1ccccc1OCC(=O)Nc1ccc(N2CCN(C(=O)C(C)C)CC2)c(Cl)c1,1
40,6602522.0,Cl.O=C(CN1CCN(c2ncccn2)CC1)NCCC1=CCCCC1,1
41,647933.0,O=C(Nc1cccc(NC(=O)N2CCN(c3ccccc3)CC2)c1)N1CCN(c2ccccc2)CC1,1
42,647987.0,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,1
43,647996.0,Cc1cccc(Nc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(O)CO)c1,0
44,648007.0,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,1
45,648407.0,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,0
46,648428.0,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1,1
47,648481.0,CSc1nc2nc3c(c(=O)n2[nH]1)CN(Cc1ccccc1)CC3,0
48,6602523.0,CCc1cc2c(NCc3ccco3)ncnc2s1.Cl,1
49,648537.0,CCc1cc2c(NCCO)ncnc2s1,0
50,5769011.0,Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)C2c2cccnc2)c1,0
51,648672.0,Nc1n[nH]c(-c2ccc(Br)cc2)c1Cl,1
52,648708.0,Cc1nn(C)c(C)c1CNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F,0
53,648768.0,CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1,0
54,648771.0,CCCCn1c(SCC(=O)NC(C)(C)C)nnc1-c1ccco1,1
55,648878.0,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,1
56,648947.0,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,0
57,649015.0,O=C1CC(c2cccs2)c2cc3c(cc2N1)OCO3,1
58,649054.0,CCCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,1
59,649165.0,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)Nc3ccc(C)c(C)c3)CC2)c1,1
60,2859713.0,Br.COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0
61,649283.0,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,1
62,5768894.0,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccc(C)o1,0
63,649453.0,CCn1c(COc2ccccc2)nnc1SCC(=O)Nc1cc(OC)ccc1OC,1
64,649650.0,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,1
65,649754.0,Nc1ncc(-c2ccccc2)n1CC1CCCO1,1
66,649786.0,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,0
67,649878.0,O=C(O)CCn1nnc(-c2cccs2)n1,0
68,649949.0,O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1,1
69,650002.0,Cn1c(=O)[nH]c(=O)c2c1nc(NCCCO)n2CCCc1ccccc1,0
70,6398918.0,CCOC(=O)CC(=O)CSc1nnc2c(n1)[nH]c1ccccc12,1
71,650023.0,O=C(NC1CCCC1)c1cccnc1N1CCCCCC1,1
72,135439099.0,O=C(Cc1cccs1)N1CCC(c2nc3c(nnn3Cc3ccccc3Cl)c(=O)[nH]2)CC1,1
73,650100.0,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,1
74,6602529.0,COc1cccc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2)c1.Cl,1
75,650250.0,Cc1ccc(-c2csc(N3CCC(NS(=O)(=O)c4ccc5c(c4)OCCO5)CC3)n2)cc1,1
76,650341.0,COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,1
77,650486.0,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,1
78,650558.0,O=C(CSc1nnc(CNc2ccccc2)o1)N1CCCc2ccccc21,1
79,6602999.0,CCOC(=O)C1Cc2c([nH]c3ccccc23)CN1.Cl,1
80,590998.0,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,0
81,650985.0,COc1ccc(CCNc2c(C)c(C)nc3ncnn23)cc1,1
82,5768893.0,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccco1,0
83,651076.0,CCC(=O)Nc1cccc(NC(=O)CSc2nnnn2Cc2ccccc2)c1,1
84,651086.0,COc1ccc(-c2cc(C(F)F)nc(-n3nc(C)cc3C)n2)cc1,1
85,135450659.0,Cc1ccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(=O)Cc5cccs5)CC4)nc32)cc1,1
86,651338.0,CCC(=O)N(Cc1ccco1)c1nc(-c2ccccc2)cs1,1
87,651433.0,CC(C)c1ccc(-c2nnn(CCC(=O)O)n2)cc1,0
88,651589.0,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,0
89,651603.0,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,0
90,135450662.0,O=C1CN=C(c2cccs2)c2c(sc3c2CCCC3)N1,1
91,651769.0,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,1
92,651959.0,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,1
93,652002.0,O=C(CSc1nnc(-c2cccnc2)o1)Oc1ccccc1,0
94,652521.0,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCCC3)cc2)cc1,0
95,26880.0,CC(=O)Nc1ccc(-c2ccccc2)s1,0
96,652700.0,COCCNC(=O)COC(=O)c1nsc(Cl)c1Cl,1
97,652799.0,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,1
98,652954.0,N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1,0
99,6603138.0,Cl.O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,0
100,2054625.0,N#C/C(=C/N1CCOCC1)c1ccccc1,1
101,653213.0,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,0
102,653412.0,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,1
103,135417689.0,Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,1
104,6603457.0,CCC(c1nnnn1CCOC)N1CCN(C(=O)c2ccco2)CC1.Cl,1
105,6603658.0,CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,0
106,653646.0,O=S(=O)(c1ccccc1)N1CCN(c2cc(-c3ccccc3)nc3ncnn23)CC1,1
107,653695.0,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,1
108,653778.0,COc1ccccc1-n1c(SCC(=O)N2CCCC2)nc2cccnc21,0
109,653799.0,CCc1nnc2sc(-c3ccc(NC(=O)c4ccco4)cc3)nn12,1
110,627902.0,CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,1
111,653914.0,COc1ccc(-c2nnn(CC(=O)N(CC(=O)NCCC(C)C)Cc3cccs3)n2)cc1OC,1
112,654042.0,Cc1n[nH]c(=O)nc1NCc1ccccc1Cl,1
113,654078.0,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,1
114,6398932.0,CCOc1cccc(/C(O)=C2/C(=O)C(=O)N(Cc3ccco3)C2c2ccncc2)c1,1
115,654244.0,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,1
116,654257.0,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,0
117,654363.0,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1ccco1,1
118,654435.0,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,1
119,654546.0,CCc1ccc(N2CC(C(=O)NC3=NCCS3)CC2=O)cc1,1
120,654623.0,COc1ccc(CNC(=O)CN(CC2CCCO2)C(=O)CNS(=O)(=O)c2ccccc2)cc1,1
121,655183.0,COc1ccccc1CN(Cc1cc2cc(C)cc(C)c2[nH]c1=O)Cc1nnnn1CC1CCCO1,1
122,655265.0,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0
123,655401.0,CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1
124,655439.0,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,1
125,655575.0,CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,1
126,586663.0,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,0
127,5769094.0,COC(=O)c1cc(/C=C/c2ccccc2)on1,1
128,655776.0,C=CCn1c(NCc2ccccc2)nc2ccccc21,1
129,655785.0,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0
130,655857.0,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,1
131,655866.0,COc1ccc(C(=O)NC2CC3CCCC(C2)N3CC(C)C)cc1OC,0
132,655926.0,COc1cccc(CC(C(=O)Nc2cc(C)ccc2C)c2nn[nH]n2)c1OC,1
133,656017.0,CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,0
134,656027.0,COc1ccc(CCN2C(=O)C(O)=C(C(=O)c3ccco3)C2c2cccs2)cc1OC,0
135,656095.0,COc1ccc(C2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1,0
136,656157.0,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,1
137,656183.0,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,1
138,656232.0,O=c1cc[nH]c2cccc(Cc3ccccc3)c12,1
139,656272.0,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1,1
140,656290.0,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,1
141,54686761.0,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21.Cl,0
142,657423.0,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],0
143,657488.0,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,1
144,6603060.0,I.OCCNC1=NCCN1,0
145,135449532.0,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1,0
146,5940036.0,CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,1
147,658313.0,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,1
148,658411.0,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,1
149,658614.0,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1
150,658723.0,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,1
151,658879.0,CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F,1
152,135435901.0,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,0
153,2838016.0,CC1=CC=CN2CC(O)CN=C12.Cl,0
154,659575.0,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,1
155,659620.0,COc1ccc(-n2cnnc2)cc1,0
156,659654.0,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,1
157,1571770.0,COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1,0
158,4323243.0,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,1
159,1922089.0,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,0
160,659756.0,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1,1
161,1609548.0,CCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O,0
162,659795.0,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,1
163,659824.0,CCN(CC)S(=O)(=O)c1cccc2c(N(C)C)cccc12,1
164,659900.0,COc1ccc(CC(=O)NCc2ccccn2)cc1OC,1
165,659902.0,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,1
166,659936.0,Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1,1
167,659943.0,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,0
168,660120.0,Cc1cc(-c2cc(-c3ccc(Cl)cc3)nc(N)c2C#N)co1,1
169,660522.0,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,1
170,5389254.0,Cc1oc2cc(O)ccc2c(=O)c1-c1cnn(-c2ccccc2)c1,1
171,660635.0,Cc1nc2sc(C#N)c(N)c2c2c1CCCC2,1
172,660660.0,CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N,0
173,660995.0,Cc1ccc(S(=O)(=O)NCCSc2nnnn2C)cc1,1
174,661037.0,CNc1oc(-c2ccc(Cl)cc2)nc1C#N,1
175,661065.0,CNc1oc(-c2cccs2)nc1C#N,0
176,661098.0,CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1,1
177,661170.0,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,1
178,661203.0,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,1
179,661217.0,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1,1
180,661251.0,COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)cc1,1
181,661300.0,S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1,1
182,661349.0,CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C,1
183,661355.0,Cn1c(=O)n(CCC(=O)O)c2ccccc21,0
184,661394.0,CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1,0
185,6603015.0,CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1.Cl,0
186,6603014.0,CN(C)CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)CN(C)C)cc2)cc1.Cl,0
187,661502.0,O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1,1
188,661513.0,CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1,1
189,661518.0,CCc1cc2c(=O)c(-c3nc4ccccc4[nH]3)coc2cc1OC(=O)N1CCOCC1,1
190,661528.0,Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,1
191,661532.0,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3,0
192,661552.0,Cc1cn2c(-c3ccncc3)nnc2s1,0
193,661596.0,COc1cccc(C2=CC(c3ccccc3)n3nnnc3N2)c1,1
194,661601.0,CCC(=O)Nc1cc(-c2nn(C)c(=O)c3ccccc23)ccc1N1CCCCC1,1
195,661612.0,CCOC(=O)CNS(=O)(=O)c1cc(-c2nn(C)c(=O)c3ccccc23)ccc1C,1
196,661615.0,CCn1cc(C(=O)NCC2CCCO2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0
197,661648.0,Oc1ccc(Br)cc1CNn1cnnc1,0
198,622237.0,CCOC(=O)c1sc2c(c1C)c(=O)c(C(=O)OCC)cn2CC,0
199,5389368.0,COc1ccc(/C(O)=C2\C(=O)C(=O)N(c3cc(C)on3)C2c2ccc(OC)c(OC)c2)cc1OC,0
200,661794.0,Cc1cc2n(n1)SC(Nc1ccccc1)N2,1
201,5389389.0,COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1,0
202,5389423.0,CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1,0
203,662011.0,CCN1CCCC1Cn1cnc2c([nH]c3ccc(C)cc32)c1=O,0
204,6881185.0,COCCCNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,1
205,6881246.0,CCO/C(C)=N/n1c2nc3ccccc3nc2c2c(=O)n(CC(C)C)c(C)nc21,0
206,662144.0,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCN(Cc4ccccc4)CC3)c12,0
207,662162.0,CCCOc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)cc1OC,0
208,5775.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1
209,662260.0,CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1,1
210,662284.0,Cc1ccc(N2C(=O)c3n[nH]c(C)c3C2c2ccccn2)cc1,0
211,662344.0,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,1
212,5389504.0,CCOc1ccc(/C(O)=C2/C(=O)C(=O)N(CCOCCO)C2c2cccnc2)cc1,0
213,6603410.0,CC(C)[C@H](N)c1nnc(SCc2ccc(Cl)cc2)o1.Cl,1
214,6603500.0,CCSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,1
215,662515.0,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1nonc1C,0
216,6603499.0,COc1ccc(C(=O)OC(C)CN2CCN(C)CC2)cc1OC.Cl,0
217,6602710.0,C=C(C)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,1
218,662647.0,COc1ccccc1-c1nnc2n1N=C(c1ccc(O)c(O)c1)CS2,1
219,662650.0,COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC,1
220,662670.0,COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1ccc2c(c1)OCO2,1
221,662745.0,CCOCCCn1cnc2c([nH]c3cc(OC)ccc32)c1=O,1
222,662794.0,CC(C)(C)OC(=O)NCCc1nnc(SCC(=O)Nc2cccc(Cl)c2)o1,1
223,662868.0,Cn1nnc(NC(=O)c2ccco2)n1,0
224,662878.0,CCOc1ccccc1NC(=O)CSc1nnc(-c2cnccn2)n1C,1
225,662974.0,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1nonc1C,0
226,662991.0,Cc1[nH]nc(-c2ccc(O)cc2O)c1-c1ccc(Cl)cc1,1
227,662996.0,CCOc1ccc(-c2nnc3n2N=C(c2ccc(OC)cc2)CS3)cc1,1
228,663008.0,CC(C)COP(=O)(c1ccc(N(C)C)cc1)C(O)c1ccccc1F,1
229,6603621.0,Cl.NCCCCCc1nnc(SCc2ccccc2Cl)o1,1
230,663121.0,Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1Cc1ccco1,1
231,663125.0,Oc1ccc(-c2[nH]ncc2-c2ccc(Cl)cc2)c(O)c1,1
232,663143.0,CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3OC)SC2)cc1,1
233,663146.0,COc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12,1
234,663168.0,COc1cccc(-c2nnc3n2N=C(C(C)(C)C)CS3)c1,1
235,663330.0,CCn1c(SCC(=O)N2CCOCC2)nc2oc3c(Cl)cc(Cl)cc3c(=O)c2c1=O,1
236,663331.0,CN(C)C(=O)COn1c(SCC(=O)N(C)C)nc2ccccc2c1=O,0
237,663337.0,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,0
238,663340.0,COc1ccc(CCn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4ccccc4nc32)cc1,1
239,663539.0,Cc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)c2oc3ccccc3c2n1,1
240,663581.0,COC(=O)[C@@H](NC(=O)Nc1ccc(C(C)=O)cc1)C(C)C,1
241,663690.0,CCOCCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccccc1,0
242,5389740.0,CCCN1C(=O)C2(/C(=C(\O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2CCCOC)c2ccccc21,0
243,663736.0,COC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCN(Cc2ccccc2)CC1,1
244,5389753.0,Cc1nc2c(C)cccn2c1/C(O)=C1\C(=O)C(=O)N(CCN(C)C)C1c1ccncc1,0
245,663879.0,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,1
246,54676164.0,CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,0
247,664033.0,CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1,0
248,664154.0,COC(=O)c1[nH]c2cc(C)ccc2c1NC(=O)CN1CCCc2ccccc21,1
249,5389802.0,Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCCn2ccnc2)C1c1ccncc1,0
250,664250.0,CC(C)(C)OC(=O)N1CCCC1C(=O)NCCc1ccccc1,1
251,664283.0,Cc1ccc(S(=O)(=O)N[C@H](C(=O)N2CCC(C(=O)NCC(=O)O)CC2)C(C)C)cc1,0
252,664301.0,N#Cc1nc(-c2ccc(OCc3ccccc3)cc2)oc1NCCN1CCOCC1,1
253,135513628.0,CCOC(=O)/C(C(N)=NCCCO)=C(\O)OCC,0
254,664461.0,O=C1COc2ccc(OCc3ccc(F)cc3)cc21,1
255,664527.0,CN1CCc2c(sc3c2c(=O)n(-c2ccccc2)c2nncn32)C1,0
256,6603365.0,Cl.c1ccc2c(c1)oc1c(NCCCn3ccnc3)ncnc12,1
257,5389869.0,COc1ccc(-c2c(C)oc3c(CN4CCN(CCO)CC4)c(O)ccc3c2=O)cc1OC,0
258,5389872.0,Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCN2CCOCC2)C1c1cccnc1,0
259,664733.0,Cc1nc2c3cnn(-c4ccc(C)c(C)c4)c3ncn2n1,1
260,664737.0,CCn1c(=N)c(S(=O)(=O)c2ccc(F)cc2)cc2c(=O)n3ccccc3nc21,1
261,664826.0,CCCC(=O)N=C1SC2CS(=O)(=O)CC2N1c1ccc(CC)cc1,1
262,5389897.0,COc1ccccc1-c1c(C)oc2c(CN3CCN(CCO)CC3)c(O)ccc2c1=O,0
263,664983.0,CCc1ccc(N2CC(C)Cn3c2nc2c3c(=O)n(CCN3CCOCC3)c(=O)n2C)cc1,0
264,6603255.0,Br.CC1(C(=O)CSc2nc3ccccc3s2)CCC(=O)O1,1
265,665081.0,Cn1c(-c2ccc(CN3CCCCC3)o2)nc2ccccc21,0
266,665084.0,O=C(Nc1ccc2nc(-c3ccc(Br)o3)[nH]c2c1)c1ccco1,1
267,6602811.0,Br.CCCCCCN1Cc2ccccc2C1,1
268,665219.0,COCCN1CN=C(Nc2nc3ccccc3s2)NC1,1
269,665250.0,Cn1cc(C(=O)c2ccc(Cl)cc2)cc1-c1nc2ccccc2n1C,1
270,665278.0,COc1cc2c(cc1OC)-c1cc(NCc3ccccn3)nc(=O)n1CC2,0
