,Drug_ID,SMILES,CYP3A4_Veith
47,648768.0,CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1,0
48,648836.0,Cc1ccc(C(c2nnnn2CC2CCCO2)N2CCN(C(=O)c3ccco3)CC2)cc1,1
49,648878.0,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,1
50,648947.0,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,0
51,649015.0,O=C1CC(c2cccs2)c2cc3c(cc2N1)OCO3,1
52,649165.0,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)Nc3ccc(C)c(C)c3)CC2)c1,1
53,2859713.0,Br.COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0
54,649283.0,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,1
55,5768894.0,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccc(C)o1,0
56,649453.0,CCn1c(COc2ccccc2)nnc1SCC(=O)Nc1cc(OC)ccc1OC,1
57,649650.0,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,0
58,649754.0,Nc1ncc(-c2ccccc2)n1CC1CCCO1,1
59,649786.0,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,1
60,649878.0,O=C(O)CCn1nnc(-c2cccs2)n1,0
61,649949.0,O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1,1
62,650002.0,Cn1c(=O)[nH]c(=O)c2c1nc(NCCCO)n2CCCc1ccccc1,0
63,650023.0,O=C(NC1CCCC1)c1cccnc1N1CCCCCC1,1
64,135439099.0,O=C(Cc1cccs1)N1CCC(c2nc3c(nnn3Cc3ccccc3Cl)c(=O)[nH]2)CC1,1
65,650100.0,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,1
66,6602529.0,COc1cccc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccccc2)c1.Cl,0
67,650341.0,COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,1
68,650486.0,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1,1
69,650558.0,O=C(CSc1nnc(CNc2ccccc2)o1)N1CCCc2ccccc21,1
70,650691.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OC(C)C)o1,0
71,590998.0,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,0
72,650985.0,COc1ccc(CCNc2c(C)c(C)nc3ncnn23)cc1,0
73,651025.0,CCCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(OC)ccc3OC)C2C1,1
74,5768893.0,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccco1,0
75,651086.0,COc1ccc(-c2cc(C(F)F)nc(-n3nc(C)cc3C)n2)cc1,1
76,651189.0,COc1ccc(Cl)cc1NC(=O)CN1C(=O)CSC1=O,1
77,651205.0,CCc1c(C)nc2c(C#N)c(C)[nH]n2c1=O,0
78,651207.0,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,0
79,135450659.0,Cc1ccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(=O)Cc5cccs5)CC4)nc32)cc1,1
80,651433.0,CC(C)c1ccc(-c2nnn(CCC(=O)O)n2)cc1,0
81,651587.0,O=C(OCCCN1CCCCC1)c1ccc(O)cc1,0
82,651589.0,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,0
83,651603.0,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,0
84,135450662.0,O=C1CN=C(c2cccs2)c2c(sc3c2CCCC3)N1,1
85,651769.0,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,0
86,651959.0,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,1
87,652002.0,O=C(CSc1nnc(-c2cccnc2)o1)Oc1ccccc1,0
88,652521.0,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCCC3)cc2)cc1,0
89,652549.0,CC(C)C(C(=O)NCC1CCCO1)N(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccc(F)cc1,1
90,611711.0,CCCCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C,0
91,26880.0,CC(=O)Nc1ccc(-c2ccccc2)s1,0
92,652700.0,COCCNC(=O)COC(=O)c1nsc(Cl)c1Cl,0
93,652799.0,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,1
94,652954.0,N#CC1=C(N)OC2=C(C(=O)CCC2)C12CCC1(CC2)OCCO1,0
95,6603138.0,Cl.O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,0
96,2054625.0,N#C/C(=C/N1CCOCC1)c1ccccc1,0
97,653213.0,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,0
98,653279.0,O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,0
99,653412.0,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,1
100,135417689.0,Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,1
101,6603658.0,CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1.Cl,0
102,653695.0,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,1
103,653778.0,COc1ccccc1-n1c(SCC(=O)N2CCCC2)nc2cccnc21,1
104,627902.0,CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,1
105,653914.0,COc1ccc(-c2nnn(CC(=O)N(CC(=O)NCCC(C)C)Cc3cccs3)n2)cc1OC,1
106,654046.0,COc1ccc(N2CC(C(=O)OCC(=O)c3cccc(OC)c3)CC2=O)cc1,1
107,654078.0,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,0
108,654182.0,CCOC(=O)Cc1cc(=O)n2[nH]c(C)c(-c3ccccc3)c2n1,0
109,654244.0,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,0
110,654257.0,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,0
111,654363.0,O=C(NC1CCCCC1)C(c1cccs1)N(Cc1cccs1)C(=O)c1ccco1,1
112,654435.0,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,0
113,5373216.0,COc1n[nH]c2nncnc12,0
114,654546.0,CCc1ccc(N2CC(C(=O)NC3=NCCS3)CC2=O)cc1,0
115,654635.0,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,0
116,654761.0,Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,0
117,655127.0,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,0
118,655183.0,COc1ccccc1CN(Cc1cc2cc(C)cc(C)c2[nH]c1=O)Cc1nnnn1CC1CCCO1,1
119,655265.0,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,0
120,5768421.0,COCCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC(C)C)c(C)c2)C1c1ccncc1,0
121,655401.0,CCN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1
122,655439.0,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,0
123,655575.0,CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,1
124,586663.0,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,0
125,5769094.0,COC(=O)c1cc(/C=C/c2ccccc2)on1,0
126,655785.0,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,0
127,655866.0,COc1ccc(C(=O)NC2CC3CCCC(C2)N3CC(C)C)cc1OC,0
128,656157.0,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,0
129,656183.0,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,0
130,656216.0,Oc1ccccc1C1Nc2cccc3cccc(c23)N1,0
131,656257.0,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1,0
132,656272.0,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1,1
133,656355.0,CCc1nnc(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)s1,0
134,54686761.0,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21.Cl,0
135,657423.0,CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],0
136,657488.0,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,1
137,6603060.0,I.OCCNC1=NCCN1,0
138,6449251.0,COc1cc2c(cc1OC)/C(=C/C(=O)N1CCOCC1)NC(C)(C)C2.Cl,0
139,135449532.0,Cc1cc(=O)[nH]c(-n2nc(C)cc2C)n1,0
140,208296.0,O=c1nc(-c2ccccc2)cn[nH]1,0
141,658313.0,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,0
142,6602578.0,CCOCCN1CCC(OC(C)=O)C(C)C1.Cl,0
143,658614.0,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,1
144,658723.0,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,1
145,658813.0,CCc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1c(C)n(C)n(-c2ccccc2)c1=O,1
146,135415833.0,O=c1c(Cc2ccccc2)c(O)nc2n1CCS2,0
147,659040.0,O=c1[nH]c(=S)[nH]nc1Cc1ccccc1,0
148,135435901.0,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,0
149,2838016.0,CC1=CC=CN2CC(O)CN=C12.Cl,0
150,659516.0,O=C1CC(c2ccc3c(c2)OCO3)CN1,0
151,659575.0,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,0
152,659620.0,COc1ccc(-n2cnnc2)cc1,0
153,659654.0,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,1
154,659658.0,Cc1c(C=NCCOCc2ccccc2)cnn1C,0
155,1571770.0,COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1,0
156,6603569.0,Cc1ccc2c(c1)[C@@H]1CN(C)CC[C@@H]1N2S(=O)(=O)c1ccc(F)cc1.Cl,1
157,4323243.0,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,0
158,1922089.0,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,1
159,659756.0,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1,1
160,659775.0,CCOC(=O)C1C(=O)NC(C)C1c1ccccc1,0
161,659795.0,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1,0
162,659824.0,CCN(CC)S(=O)(=O)c1cccc2c(N(C)C)cccc12,0
163,659900.0,COc1ccc(CC(=O)NCc2ccccn2)cc1OC,0
164,659902.0,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12,1
165,659936.0,Cc1ccc(C(=O)c2cn[nH]c2-c2cc(Cl)ccc2O)cc1,1
166,659943.0,CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,0
167,660285.0,COc1ccc(S(=O)(=O)N2CCC(N3CCCCC3)CC2)cc1,0
168,660304.0,O=C(COc1ccccc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1,0
169,660522.0,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,0
170,660546.0,Cc1cccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)c1,0
171,660635.0,Cc1nc2sc(C#N)c(N)c2c2c1CCCC2,1
172,660660.0,CC1(C)CC(=O)C2=C(C1)Oc1nc3ccccc3cc1C2C(C#N)C#N,1
173,135420605.0,CCCCc1c(O)nc(SCCN(C)C)n(-c2ccccc2)c1=O,0
174,660831.0,COC1(OC)N=C(NC(=O)Nc2ccccc2)C2(C#N)C(c3ccccc3)C12C#N,0
175,661009.0,COc1cccc(C(=O)Nc2ccc(-c3nnc(-c4ccco4)o3)cc2)c1,1
176,661170.0,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,1
177,661178.0,CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,0
178,661187.0,c1ccc(-n2ncc3c(NCCCN4CCOCC4)ncnc32)cc1,0
179,661203.0,CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,0
180,661217.0,N#Cc1nc(-c2cccs2)oc1NCc1ccccc1,1
181,661251.0,COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)cc1,1
182,661259.0,CCOC(=O)c1ccc(NC(=O)COc2ccccc2OC)cc1,1
183,661296.0,CCc1c(C(=O)O)[nH]c2ccc(Br)cc12,0
184,661300.0,S=c1nc(-c2ccccc2)[nH]n1-c1ccccc1,0
185,661349.0,CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C,0
186,661355.0,Cn1c(=O)n(CCC(=O)O)c2ccccc21,0
187,661394.0,CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1,0
188,661406.0,CC1(C)CC(=O)C(CCCN2C(=O)c3ccccc3C2=O)C(=O)C1,0
189,6603015.0,CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1.Cl,0
190,6603014.0,CN(C)CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)CN(C)C)cc2)cc1.Cl,0
191,661455.0,Oc1ccccc1CNn1cnnc1,0
192,661513.0,CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1,1
193,661528.0,Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,1
194,661532.0,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCC2(CC1)OCCO2)OCO3,0
195,661552.0,Cc1cn2c(-c3ccncc3)nnc2s1,0
196,661596.0,COc1cccc(C2=CC(c3ccccc3)n3nnnc3N2)c1,0
197,661601.0,CCC(=O)Nc1cc(-c2nn(C)c(=O)c3ccccc23)ccc1N1CCCCC1,0
198,661615.0,CCn1cc(C(=O)NCC2CCCO2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0
199,622237.0,CCOC(=O)c1sc2c(c1C)c(=O)c(C(=O)OCC)cn2CC,0
200,661761.0,CCOC(=O)c1[nH]c2cc3c(cc2c1NC(=O)CN1CCc2ccccc2C1)OCO3,1
201,661794.0,Cc1cc2n(n1)SC(Nc1ccccc1)N2,0
202,5389389.0,COc1cccc(/C(O)=C2/C(=O)C(=O)N(c3cc(C)on3)C2c2cccs2)c1,1
203,5389423.0,CCN(CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccccn1,0
204,6881185.0,COCCCNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,1
205,6881246.0,CCO/C(C)=N/n1c2nc3ccccc3nc2c2c(=O)n(CC(C)C)c(C)nc21,1
206,662144.0,CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCN(Cc4ccccc4)CC3)c12,1
207,662162.0,CCCOc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)cc1OC,0
208,662243.0,O=C1CC(N(O)C2CC(=O)N(Cc3ccccc3)C2=O)C(=O)N1Cc1ccccc1,1
209,662260.0,CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1,1
210,662284.0,Cc1ccc(N2C(=O)c3n[nH]c(C)c3C2c2ccccn2)cc1,1
211,662340.0,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCOC)c1=NC(=O)c1cccnc1,1
212,662344.0,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,1
213,5389504.0,CCOc1ccc(/C(O)=C2/C(=O)C(=O)N(CCOCCO)C2c2cccnc2)cc1,0
214,662407.0,NC(=O)C1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1,0
215,6603410.0,CC(C)[C@H](N)c1nnc(SCc2ccc(Cl)cc2)o1.Cl,1
216,6603500.0,CCSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,1
217,6603236.0,CCN(CC)CCOC(=O)c1c(C)n(C)c2ccc(OC)cc12.Cl,0
218,6603499.0,COc1ccc(C(=O)OC(C)CN2CCN(C)CC2)cc1OC.Cl,0
219,6602710.0,C=C(C)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1.Cl,0
220,9614332.0,C[n+]1cccc(CNC(=O)/C=N/O)c1.[I-],0
221,662647.0,COc1ccccc1-c1nnc2n1N=C(c1ccc(O)c(O)c1)CS2,1
222,662650.0,COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC,1
223,662670.0,COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)c1ccc2c(c1)OCO2,1
224,662710.0,COc1cccc(-c2nnc3sc(-c4ccc(C)cc4)nn23)c1,1
225,662745.0,CCOCCCn1cnc2c([nH]c3cc(OC)ccc32)c1=O,0
226,200556.0,Cl.OC1(c2ccc(F)cc2)CCNC1,0
227,662794.0,CC(C)(C)OC(=O)NCCc1nnc(SCC(=O)Nc2cccc(Cl)c2)o1,1
228,662799.0,O=C1C2ON(c3ccccc3)C(c3ccncc3)C2C(=O)N1c1ccccc1,1
229,662868.0,Cn1nnc(NC(=O)c2ccco2)n1,0
230,662878.0,CCOc1ccccc1NC(=O)CSc1nnc(-c2cnccn2)n1C,1
231,662991.0,Cc1[nH]nc(-c2ccc(O)cc2O)c1-c1ccc(Cl)cc1,1
232,662996.0,CCOc1ccc(-c2nnc3n2N=C(c2ccc(OC)cc2)CS3)cc1,1
233,663055.0,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccc(OC)c(OC)c2)n1N,1
234,6603621.0,Cl.NCCCCCc1nnc(SCc2ccccc2Cl)o1,0
235,663121.0,Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1Cc1ccco1,1
236,9615342.0,Cn1c[n+](C)cc1/C=N/O.[I-],0
237,663125.0,Oc1ccc(-c2[nH]ncc2-c2ccc(Cl)cc2)c(O)c1,1
238,663143.0,CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3OC)SC2)cc1,1
239,663146.0,COc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12,1
240,6889315.0,NC(=O)/C(=N\O)c1ccccc1,0
241,663281.0,CCN1CCN(c2nc3ccccc3nc2C(C#N)C(=O)OC2CCCCC2)CC1,1
242,663330.0,CCn1c(SCC(=O)N2CCOCC2)nc2oc3c(Cl)cc(Cl)cc3c(=O)c2c1=O,1
243,663331.0,CN(C)C(=O)COn1c(SCC(=O)N(C)C)nc2ccccc2c1=O,0
244,663337.0,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,1
245,663340.0,COc1ccc(CCn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4ccccc4nc32)cc1,1
246,663539.0,Cc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)c2oc3ccccc3c2n1,1
247,663558.0,N#CNC1=NCN(CCc2ccccc2)CN1,0
248,663581.0,COC(=O)[C@@H](NC(=O)Nc1ccc(C(C)=O)cc1)C(C)C,0
249,5389740.0,CCCN1C(=O)C2(/C(=C(\O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2CCCOC)c2ccccc21,0
250,663792.0,CCOCCCn1c(=N)c(C(=O)NCc2ccc3c(c2)OCO3)cc2c(=O)n3cccc(C)c3nc21,1
251,5389753.0,Cc1nc2c(C)cccn2c1/C(O)=C1\C(=O)C(=O)N(CCN(C)C)C1c1ccncc1,0
252,663879.0,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,1
253,54676164.0,CCOC(=O)C1=C(O)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C1c1ccc(OC)cc1,0
254,664033.0,CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1,0
255,664130.0,Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1,0
256,664154.0,COC(=O)c1[nH]c2cc(C)ccc2c1NC(=O)CN1CCCc2ccccc21,1
257,5389802.0,Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCCn2ccnc2)C1c1ccncc1,1
258,664283.0,Cc1ccc(S(=O)(=O)N[C@H](C(=O)N2CCC(C(=O)NCC(=O)O)CC2)C(C)C)cc1,0
259,135513628.0,CCOC(=O)/C(C(N)=NCCCO)=C(\O)OCC,0
260,664461.0,O=C1COc2ccc(OCc3ccc(F)cc3)cc21,0
261,664527.0,CN1CCc2c(sc3c2c(=O)n(-c2ccccc2)c2nncn32)C1,0
262,664546.0,CCN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CCCSc2ncccn2)CC1,0
263,6603365.0,Cl.c1ccc2c(c1)oc1c(NCCCn3ccnc3)ncnc12,1
264,664598.0,Cc1ccc(-n2ncc3c2ncn2nc(-c4ccco4)nc32)c(C)c1,0
265,5389869.0,COc1ccc(-c2c(C)oc3c(CN4CCN(CCO)CC4)c(O)ccc3c2=O)cc1OC,0
266,5389872.0,Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCN2CCOCC2)C1c1cccnc1,0
267,5389875.0,CC1Cc2cc(/C(O)=C3/C(=O)C(=O)N(CCN4CCOCC4)C3c3cccc(Cl)c3)ccc2O1,0
268,664733.0,Cc1nc2c3cnn(-c4ccc(C)c(C)c4)c3ncn2n1,1
269,2066868.0,O=c1[nH]c(=O)n(CCc2ccc(F)cc2)c(O)c1C=NCCCN1CCOCC1,1
270,5389897.0,COc1ccccc1-c1c(C)oc2c(CN3CCN(CCO)CC3)c(O)ccc2c1=O,0
